Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bolivia,BOL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,8.7,..,..,..,..,15.5,..,21.9,24.2,19,19.7,..,10.2,15.6,12.5,9.5,8.3,8.8,..,5.3,6.5,5.2,4.3,4.6,5.6,4.9,3.3,1.9,3.1,2,..,..
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,373250000,406000000,443916666.666667,478000000,538583333.333333,598333333.333333,662500000,748250000,849333333.333333,920333333.333333,1006833333.33333,1084666666.66667,1286153846.15385,1263600000,2101300000,2405900000,2733350000,3229050000,3760100000,4510500000,4450368036.69452,5778487836.53844,5600385567.80759,5414008064.03461,6169304491.53731,5377276656.9045,3959383519.78036,4347956337.83337,4597611710.02127,4715973437.39371,4867582597.52327,5343262457.10226,5643868748.68126,5734699488.84934,5981222858.82727,6715161732.22658,7396949126.35685,7925736821.45034,8497494652.12546,8285064434.56826,8397855484.76908,8141516928.39489,7905485146.44351,8082399639.54305,8773451751.5121,9549122905.32852,11451844902.2214,13120108008.3477,16674276285.8956,17339992193.7322,19649723722.1034,23963164696.592,27084497481.9103,30659338885.6729,32996188017.3661,33000198248.9146,33941126193.9219,37508642170.767,40287647930.5355,40895322850.9407,36629843806.0781,40406111695.179,44008282877.9606,..
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.5331525756195,7.56149307183899,5.87933142225296,-0.706357214552389,10.1818181818181,2.86028602860271,6.95187165775404,11.1999999990001,5.47062350162299,2.20974847251324,3.95550921099769,3.67461430575032,6.5115440115437,31.4860287891618,62.8360756029239,7.97674602546866,4.49401164707216,8.10725552050415,10.3556722757191,19.7197167787999,47.2416501018426,32.1336011133424,123.535718565329,275.586283560362,1281.34994174486,11749.6396321439,276.335967563202,14.5786984489191,16.0020910549391,15.1734681125732,17.1187746048239,21.4470698171141,12.060323601829,8.52787695688003,7.87404421467434,10.1932067630745,12.4254866180049,4.70844436028193,7.67322895675083,2.15951626835598,4.60822998872598,1.58965377879568,0.92825885161107,3.33727499671534,4.43738080101725,5.39323106890663,4.28239604802561,8.70560923578869,14.0068107702519,3.34645420142014,2.50327605844241,9.88446419823883,4.51560291399376,5.73640023719607,5.76660074579144,4.05961041135645,3.62321431764138,2.8227580554717,2.27205987230155,1.83954504969026,0.940742153381849,0.737383721452275,1.74632872945969,..
Bolivia,BOL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,413.037,408.721,403.374,404.253,400.507,396.883,393.598,391.259,389.28,383.525,379.866,375.544,371.772,365.913,359.758,358.602,354.226,349.424,344.179,339.263,334.656,331.242,329.304,328.793,323.501,321.865,318.332,315.601,308.924,304.598,299.363,294.206,288.593,283.508,282.113,279.276,276.555,269.021,266.354,265.18,262.85,260.641,258.73,259.45,255.545,253.542,250.508,250.22,247.288,244.255,243.995,241.179,242.257,238.837,237.511,235.818,231.146,231.098,231.694,231.108,316.665,334.831,..,..
Bolivia,BOL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,317.859,318.12,314.521,311.599,312.833,310.782,306.674,307.118,303.248,301.93,300.509,296.653,293.047,289.739,287.411,283.748,282.252,279.705,279.084,277.13,273.365,272.574,270.863,269.634,267.112,264.276,262.47,256.725,250.849,244.366,238.569,232.001,230.202,219.338,214.676,211.392,207.836,203.285,197.923,192.573,189.477,184.41,179.223,176.525,176.849,173.649,169.796,169.558,164.414,159.459,157.589,153.957,153.642,149.841,150.415,150.035,145.521,145.419,146.559,146.643,190.705,211.078,..,..
Bolivia,BOL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,6.6,6.6,6.4,6.3,6.3,5.9,6.1,6,6,6,6.1,6,6,6.2,6.4,6.6,6.4,6.3,6.2,..,..,..,..
Bolivia,BOL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,175.2,172,168.8,165.6,162.5,159.3,156.2,153,149.8,146.6,143.3,139.9,136.5,133.1,129.6,126.2,122.8,119.5,116.4,113.5,110.7,108.1,105.7,103.2,100.6,98,95.3,92.4,89.6,86.7,83.9,81.1,78.3,75.5,72.8,70,67.2,64.4,61.5,58.6,55.8,53.1,50.5,47.9,45.5,43.2,41,38.9,36.9,35,33.2,31.5,29.8,28.3,26.9,25.6,24.5,23.5,22.6,21.7,20.9,20.2,..,..
Bolivia,BOL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,290.7,284.4,278.1,272,266,259.9,253.8,247.6,241.6,235.4,229.1,222.7,216.3,209.9,203.4,197,190.8,184.7,179,173.7,168.7,164,159.5,155.1,150.5,145.9,141.1,136.1,131.2,126.3,121.5,116.7,112.1,107.4,102.8,98.3,93.7,89.2,84.6,80,75.6,71.4,67.3,63.5,59.8,56.3,53.1,50,47.1,44.4,41.9,39.5,37.3,35.2,33.3,31.6,30.2,28.9,27.7,26.6,25.6,24.7,..,..
Bolivia,BOL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..,71.5,69.6,67.5,65.3,63.3,61.6,60.2,58.9,57.7,56.4,55,53.6,52.3,51,50,49.1,48.4,47.7,47,46,44.9,43.8,42.9,41.9,40.9,39.8,38.8,37.8,36.9,35.8,34.6,33.3,31.9,30.6,29.5,28.6,27.9,27.4,26.9,26.3,25.6,24.8,23.9,23,21.9,21,20,18.9,17.9,16.9,16.1,15.5,14.8,14.2,13.7,13.2,..,..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.2,..,..,..,17.9,..,..,..,16.9,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9,..,..,16.3,..,..,16.6,..,..,..,16.3,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8,..,..,6.6,..,..,4.8,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,0.7,..,..,0.4,..,..,..,0.8,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,0.2,..,..,0.1,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1255802469.1358,1866572953.73665,2786045321.63743,3671909673.04401,4116774300.60671,4686256363.04707,5567772768.81188,5800615466.26648,6728220886.64546,8498894359.38629,10156541538.399,11222796336.5426,12864841905.9543,15778734264.3787,19112796623.1175,17613949091.2294,17176315803.7298,18644233537.1093,17226735995.6905,18179108530.5261,18558733564.4692,16404348871.4437,17116926327.6247,18326373366.1105,20484053868.9246,20482608755.379,20226036564.4129,23649568276.8447,24473906673.7086,..
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.12556615620282,1.50077710611544,7.42704310332957,-0.381464282453097,1.99621236745886,3.67125,2.05267452001727,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.385,237.928,235.955,230.923,228.625,225.333,222.047,223.731,226.572,229.796,229.495,228.971,227.986,223.042,217.916,214.456,214.811,213.116,215.069,213.894,214.932,214.406,214.137,214.056,212.365,212.908,210.714,200.754,202.134,200.596,197.184,204.065,680.794,691.882,391.839,254.919,181.393,176.952,170.979,159.58,166.773,159.869,155.042,146.196,138.219,149.687,138.381,137.161,127.666,123.854,119.015,115.644,114.47,117.11,118.933,109.237,100.543,97.011,92.691,88.494,97.159,108.895,..,..
Bosnia and Herzegovina,BIH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,170,165.41,161.446,156.516,151.261,147.839,144.067,142.246,140.901,139.627,136.638,134.081,130.684,129.041,124.472,120.507,119.766,116.552,116.759,116.347,113.961,113.48,112.308,110.382,115.273,122.69,116.111,114.931,112.188,111.566,100.846,101.228,225.395,224.74,109.822,108.818,89.927,87.698,87.164,74.731,78.104,72.011,79.721,66.194,64.414,66.127,60.325,60.961,56.364,54.785,54.547,55.476,51.956,58.445,63.5,59.726,54.444,52.196,50.315,48.461,52.767,59.779,..,..
Bosnia and Herzegovina,BIH,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9.4,9.8,9.9,10,10.8,10.7,11.5,10.8,10.7,10.5,10.6,10.4,10.6,10.6,10.7,10.5,10.5,10.8,10.9,..,..,..,..
Bosnia and Herzegovina,BIH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.1,24,22.1,20.4,18.8,17.4,16.1,14.9,21.7,21,17,11.8,10.8,10.2,9.6,9.1,8.7,8.4,8.2,8,7.9,7.8,7.5,7.2,6.9,6.6,6.3,6,5.8,5.6,5.5,5.4,5.4,5.3,5.2,5.1,5,4.8,..,..
Bosnia and Herzegovina,BIH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.4,27,24.9,23,21.2,19.6,18.1,16.8,35.5,35,26.1,14,12.2,11.5,10.9,10.3,9.9,9.6,9.3,9.2,9,8.9,8.6,8.3,7.9,7.5,7.2,6.9,6.7,6.5,6.4,6.3,6.2,6.1,6,5.9,5.7,5.6,..,..
Bosnia and Herzegovina,BIH,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5,14.1,13,12.2,11.6,11.3,11,10.9,10.5,9.9,9.2,8.7,8.2,7.8,7.3,6.9,6.5,6.2,5.9,5.7,5.5,5.4,5.3,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.6,4.5,4.4,4.3,4.2,4.1,..,..
Botswana,BWA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6,..,..,..,..,..,..,19.3,..,..,..,..,..,16.1,..,..,..,..,..,..,..,..
Botswana,BWA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.4,..,..,..,..,..,..,..,43.8,..,..,..,..,..,..,..,..,41.9,..,..,..,..,..,..,37.5,..,..,..,..,..,36.8,..,..,..,..,..,..,..,..
Botswana,BWA,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.6,..,..,..,..,..,..,..,78.3,..,..,..,..,..,..,..,..,68.6,..,..,..,..,..,..,60.4,..,..,..,..,..,63.5,..,..,..,..,..,..,..,..
Botswana,BWA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.3,..,..,..,..,..,..,..,55.5,..,..,..,..,..,..,..,..,49.6,..,..,..,..,..,..,36.7,..,..,..,..,..,38,..,..,..,..,..,..,..,..
Botswana,BWA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.8,..,..,..,..,..,..,..,34.1,..,..,..,..,..,..,..,..,29.1,..,..,..,..,..,..,17.7,..,..,..,..,..,15.4,..,..,..,..,..,..,..,..
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30411413.6552828,32902612.8664855,35644956.6430429,38091842.8546863,41616347.7906865,45788696.3343915,51465655.3921083,58642354.089673,66248441.4182466,77361546.5067537,96243233.6609837,127448613.505061,164460914.977201,244124164.042218,306044207.530203,355168571.536751,372025093.006273,451624780.274597,590407374.447116,819870258.783053,1060889703.75374,1073812830.30052,1014945695.71927,1172230396.58099,1240822167.43571,1114783342.71539,1392602163.53829,1965226890.04557,2644554158.72794,3083822112.02023,3790636324.44775,3942876703.45184,4146464586.61674,4160129174.70569,4259259604.15623,4730599121.92704,4847757217.75815,5020265626.66489,4790481509.17679,5484263346.88105,5788329609.15755,5489608299.66445,5438863982.88692,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,10567270655.5027,10730829116.4105,10118459242.3183,12637273429.1339,15110643612.1729,13907464500.1489,14271738933.2042,15470088500.7414,13530748844.505,15082636722.902,16105156375.533,17031943186.1353,16725908666.8462,14960291541.176,18737066311.1597,20355541962.8512,..
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9747550240953,11.732423613642,13.1687242801079,9.04398827010362,11.7362306367885,13.6324251470895,16.4280267725712,11.1372064274689,10.4771438105237,8.57746904251906,8.09457579975941,10.0017155606022,9.80193387398675,8.35167956821219,11.5750147473285,11.3963461199556,11.7650160839535,16.1676123963339,14.3308033365888,10.5429209938218,10.512546081579,10.0828580652108,8.71993127147747,6.66139865665752,7.74929619202848,8.60148514851491,6.55903767014862,8.03279662527486,9.18990265632739,6.94570363654675,8.6102252854644,11.5552187914379,7.08099847172693,12.7021883920076,8.02729703109582,6.94887658743103,8.45987233408583,7.53690261091916,5.88460707056817,4.40225309243427,3.06203169580558,2.81495791361944,3.30828076768219,3.23801558947715,2.77286442863321,1.8903591682421,7.24097765588442,11.665567478802,..
Botswana,BWA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,441.089,437.297,433.694,429.586,426.623,423.886,421.376,418.742,415.812,413.104,409.638,404.906,400.257,395.322,390.324,385.832,380.695,376.03,373.719,370.195,366.44,362.952,359.928,357.434,359.677,359.335,367.595,380.49,403.375,422.188,448.144,474.359,497.7,493.239,541.289,557.788,556.589,563.429,578.733,591.988,602.93,611.28,618.624,613.393,600.525,589.476,541.747,504.234,469.88,457.187,418.544,414.743,406.493,389.904,375.821,336.805,297.446,269.544,288.806,302.053,292.178,399.51,..,..
Botswana,BWA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,329.135,325.325,321.862,318.073,314.449,310.81,307.319,303.778,300.485,297.213,293.873,290.306,286.409,282.166,277.558,272.817,267.97,262.829,258.405,255.491,251.938,247.681,243.43,239.291,234.324,231.692,232.473,237.732,252.8,263.397,283.111,306.347,331.452,357.143,381.567,405.995,429.612,453.805,477.016,498.772,516.182,527.326,532.133,529.813,520.123,503.403,485.979,451.354,417.562,382.267,343.517,317.959,317.474,276.868,257.907,237.818,198.163,171.355,218.279,208.597,201.368,289.76,..,..
Botswana,BWA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.3,34.5,32.7,31.2,31.8,34,32,29.3,28.4,25.1,24.4,22.7,22.6,21.6,19.6,19,17.8,17.4,17.4,16.1,..,..,..,..
Botswana,BWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,113.6,110.3,107.4,104.7,102.2,100,97.8,95.4,92.7,90,87,84.1,81.2,78.4,75.3,71.9,68.1,64.3,60.9,57.7,54.9,52.4,50.1,48,45.8,43.7,41.4,38.9,36.6,34.8,33.8,33.8,34.2,35.1,36.1,37.5,36.6,36.9,36.6,36.1,35.1,34.7,36,38.4,41.1,41.4,43.5,47.3,49.4,48.7,48.3,48,42.9,39.7,38.7,36.6,35.3,32.3,30.9,29.9,29,28.3,..,..
Botswana,BWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,166.4,161,156.3,151.9,147.9,144.3,140.8,136.9,132.8,128.4,123.7,119.2,114.5,110.1,105.3,99.9,93.9,88,82.6,77.6,73.2,69.3,65.7,62.4,59.3,56.1,52.9,49.6,46.7,45.1,45.3,47.3,50.8,55.4,60.4,65.7,65.6,69.4,71.8,73,74,73.2,72.2,73.1,73.7,71.3,68.8,68.6,68.8,65.9,62.6,61.2,55.2,50.3,48.2,45.4,43.5,39.9,39,37.7,36.3,34.9,..,..
Botswana,BWA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,40.2,39.3,38.5,37.4,36.4,35.6,34.8,34.1,33.5,33,32.4,31.8,31.4,31,30.6,30.4,30.1,29.9,29.5,28.8,27.7,26.4,24.7,22.8,20.5,17.8,15.4,13.4,11.7,10.3,9.2,8.3,7.7,7.3,7.4,8.1,9.3,11.3,13.8,17,20.2,22.4,24.2,25.2,25.7,25.7,25.1,24.4,23.3,22.4,21.6,21,20.4,19.9,19.2,18.5,18,..,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.2,39.6,42.4,41.9,40.3,34.5,37.9,38.7,38.1,39.5,..,38.6,38.7,..,34.9,35.9,36,35,35.6,..,34.6,34.4,34.5,33.7,33.1,31.9,31.7,30.5,30.2,..,29.2,29.2,28.1,27.7,28,28.7,29.1,29.1,29.3,23.5,28.9,27.2,..
Brazil,BRA,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,66.4,72.1,72.2,68,49.5,59.2,61.4,58.3,63.7,..,65.4,64.3,..,52.6,52.6,53,52,53.8,..,48,47.3,48.7,47.3,45,41.4,39,35.8,33.8,..,29.9,28.2,25.7,24.3,25.3,27,27.1,26.7,26.2,18.7,28.4,23.5,..
Brazil,BRA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.9,43,50.9,50.1,45.2,26.1,36.5,39.3,36.4,41.6,..,40.7,39.7,..,29.7,30,30.2,28.9,29.9,..,26.2,25.3,26.1,24.4,22.3,19.4,18,15.7,14.6,..,12,10.6,9.5,8.6,9.3,10.6,11,10.9,10.8,5.3,11.3,8.4,..
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.9,24.4,30.6,29.9,25.8,12.3,19.9,22.4,20.4,24,..,23.3,22.1,..,14.7,16,16,14.3,15,..,13,11.7,12.6,11.1,10,8.3,7.9,6.5,6.1,..,5.3,4.5,3.7,3.3,3.9,4.7,5.3,5.3,5.4,2,5.8,3.5,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425595310393.455,461951781818.18,407337837837.838,390590371724.558,438302216833.007,546229749726.263,769333050986.905,850426432991.742,883206179730.462,863710759256.435,599642024319.531,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839853.105,1107626541710.74,1397114486471.38,1695855083552.05,1666996438681.46,2208837745214.23,2616156223977.47,2465227803011.57,2472819535742.73,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1649622821885.14,1920095779022.73,..
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.725072957927,100.54335919485,135.027682230473,192.121733132051,225.989665211895,147.142826237604,228.336162575513,629.114509120897,1430.72372514721,2947.732772483,432.786661926461,951.962053052818,1927.38079016027,2075.88839757325,66.0070335542481,15.7576656002606,6.92671251629154,3.19507629280052,4.85844749902667,7.04414105947266,6.84035902487523,8.45016437708331,14.7149197228147,6.59718509985963,6.86953720898964,4.18356812896909,3.64127299102652,5.67859390284168,4.88803479876799,5.03872690108075,6.6364496221309,5.40349914036997,6.20431066640101,6.32904015516139,9.02990102416136,8.73914352329393,3.44637335032669,3.66485028376729,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873,..
Brazil,BRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,354.358,349.877,344.128,339.704,335.834,332.268,328.416,324.513,319.893,314.803,310.518,306.92,302.399,298.168,293.53,288.77,284.572,281.12,276.97,272.226,268.277,264.199,260.509,257.068,254.119,251.13,247.916,244.805,241.668,238.281,244.86,242.386,239.996,237.27,234.153,233.784,230.186,228.055,226.144,225.198,230.417,227.474,227.348,224.274,221.774,212.949,210.546,206,201.022,197.694,195.948,193.011,190.624,184.185,177.824,178.498,178.499,170.492,165.432,161.413,189.684,217.709,..,..
Brazil,BRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,278.299,274.079,270.721,266.477,263.135,258.757,255.488,251.836,247.765,244.054,240.434,236.583,232.771,228.651,225.851,221.548,217.957,213.726,209.897,205.493,201.082,196.021,191.252,186.885,182.483,178.108,173.095,167.811,164.205,160.03,155.032,153,149.335,146.348,142.665,139.472,135.476,132.311,129.503,126.806,121.39,116.839,115.572,114.059,109.656,105.294,103.048,101.099,98.587,96.702,94.087,93.534,91.547,89.138,86.15,84.634,81.943,80.037,77.695,75.626,95.452,121.238,..,..
Brazil,BRA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4.4,4.4,4.3,4.4,4.7,4.7,4.9,5.1,5.1,5,5.2,5.4,5.6,5.6,5.9,6,6.6,7,6.9,..,..,..,..
Brazil,BRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,127.7,124.6,121.6,118.7,116,113.5,111.1,108.9,106.6,104.2,101.9,99.6,97.3,94.9,92.6,90.2,87.7,85.2,82.5,79.6,76.6,73.6,70.6,67.9,65.3,62.9,60.7,58.6,56.6,54.7,52.7,50.6,48.3,46,43.5,41.1,38.7,36.4,34.3,32.3,30.4,28.6,26.8,25.1,23.5,22,20.7,19.5,18.4,17.5,16.7,16,15.4,14.9,14.6,14.3,15.1,13.8,13.5,13.4,13.1,12.9,..,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,169.6,165.2,160.8,156.7,152.8,149.2,145.8,142.6,139.4,136,132.6,129.4,126,122.6,119.3,115.8,112.3,108.7,104.7,100.6,96.3,92,87.8,84,80.4,77.1,74.1,71.3,68.6,65.9,63.2,60.4,57.4,54.3,51.1,48,45,42.2,39.5,37,34.7,32.5,30.4,28.4,26.5,24.8,23.2,21.8,20.6,19.6,18.6,17.9,17.2,16.7,16.3,15.9,16.7,15.4,15.2,14.9,14.7,14.4,..,..
Brazil,BRA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,49.6,49.1,48.8,48.4,48,47.5,46.9,46.2,45.4,44.5,43.5,42.4,41.2,40,38.7,37.6,36.5,35.4,34.3,33.2,32.2,31.2,30.3,29.4,28.5,27.7,26.9,26.1,25.3,24.5,23.7,23,22.3,21.7,21,20.4,19.7,18.8,17.8,16.9,16,15.1,14.2,13.5,12.8,12.2,11.6,11.1,10.7,10.3,10,9.7,9.5,10,9.3,9.1,8.9,8.7,8.5,..,..
British Virgin Islands,VGB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
